10.617	10.554	
11.705	10.627	
9.882	9.788	
10.427	10.264	
9.783	10.471	
9.952	9.912	
10.626	10.191	
11.007	10.423	
10.609	10.226	
9.633	11.187	
10.499	9.791	
9.912	11.002	
9.99	10.536	
11.257	9.629	
9.529	10.4	
11.081	10.57	
10.36	11.0	
10.431	11.103	
9.722	10.939	
10.638	10.075	
9.991	9.608	
9.8	10.878	
9.642	10.526	
9.962	26.103	
9.691	9.939	
10.375	10.206	
10.973	10.129	
10.227	9.871	
9.661	11.188	
10.802	10.26	
10.203	10.054	
9.648	10.786	
11.658	10.135	
9.923	10.734	
10.424	11.59	
10.133	10.022	
9.857	9.881	
10.001	11.181	
9.892	10.462	
11.239	9.301	
9.73	10.485	
10.001	10.584	
9.916	9.78	
9.901	9.273	
10.233	10.429	
10.199	10.078	
9.358	11.392	
11.513	10.773	
9.603	10.253	
10.186	10.158	
10.405	10.604	
10.337	38.202	
9.895	10.48	
10.394	10.834	
11.512	10.589	
11.034	9.882	
10.532	9.098	
10.113	11.555	
10.157	9.75	
10.283	10.499	
10.142	10.975	
23.029	13.432	
10.782	10.789	
10.874	12.623	
10.401	10.566	
10.726	11.142	
11.435	10.752	
11.005	10.824	
9.951	10.941	
50.417	22.687	
11.616	82.777	
11.126	10.797	
300	11.973	
11.205	12.66	
11.59	11.699	
10.891	11.023	
10.894	10.969	
13.112	300	
10.414	11.261	
10.513	10.427	
11.321	9.917	
10.292	10.95	
11.164	11.914	
11.324	10.527	
24.654	15.499	
10.343	10.924	
11.222	10.387	
9.908	11.707	
11.708	10.982	
11.223	81.349	
10.749	15.567	
10.673	10.866	
10.354	11.914	
11.275	11.907	
11.487	10.657	
10.299	11.009	
10.773	17.188	
10.917	11.211	
11.329	14.342	
10.128	10.55	
12.139	10.063	
10.877	11.04	
39.451	11.876	
11.392	11.3	
14.193	13.807	
11.279	11.885	
11.31	11.698	
11.076	10.293	
300	11.272	
11.814	12.293	
10.405	12.388	
11.179	12.077	
160.657	12.392	
11.894	11.217	
300	10.845	
10.851	11.051	
10.061	11.689	
10.166	60.459	
10.539	10.197	
12.101	10.454	
11.838	16.325	
13.94	24.477	
11.351	55.525	
10.975	12.02	
11.433	10.626	
41.912	278.379	
38.652	300	
28.212	300	
23.692	300	
11.749	11.751	
16.157	31.062	
11.23	12.202	
14.568	12.222	
12.171	16.993	
12.167	12.823	
10.558	10.982	
15.937	11.563	
11.516	12.095	
17.924	10.678	
10.902	29.39	
300	29.866	
237.569	12.69	
16.378	20.375	
12.11	11.755	
90.53	300	
16.33	93.419	
12.291	41.688	
14.427	33.829	
13.663	14.516	
245.303	300	
10.471	10.861	
10.979	10.472	
300	300	
287.915	64.593	
300	300	
11.991	12.128	
12.588	13.72	
10.862	13.817	
10.081	10.675	
14.375	14.77	
300	300	
12.23	11.906	
19.673	59.768	
32.758	104.272	
300	62.404	
14.028	15.878	
13.25	10.56	
11.723	151.823	
110.736	64.584	
14.18	300	
300	300	
11.859	18.953	
300	300	
16.073	182.225	
12.442	300	
56.536	13.114	
11.688	13.083	
11.25	11.418	
10.591	11.556	
12.088	14.656	
15.868	14.113	
15.081	300	
300	300	
11.807	12.307	
29.959	300	
56.545	43.081	
16.631	300	
15.288	300	
300	300	
15.289	15.615	
300	29.034	
21.52	14.316	
300	300	
22.06	150.446	
11.962	13.258	
14.456	123.374	
300	99.26	
300	300	
65.062	300	
16.18	300	
12.985	26.748	
36.313	72.391	
153.631	300	
300	300	
41.583	300	
75.797	12.455	
13.145	12.352	
22.793	300	
39.008	300	
85.265	183.063	
12.529	15.238	
44.906	143.237	
300	300	
12.683	64.828	
48.292	66.493	
11.029	11.133	
37.864	203.037	
300	155.848	
300	300	
17.68	41.184	
12.544	15.484	
300	300	
300	99.29	
11.282	13.05	
38.161	213.152	
61.863	300	
300	300	
300	300	
39.639	11.36	
300	300	
12.15	20.29	
17.063	52.91	
13.135	16.156	
25.047	300	
300	300	
300	300	
12.894	15.211	
300	300	
31.707	44.043	
23.542	222.581	
54.9	300	
300	300	
300	300	
197.995	282.91	
68.177	300	
23.519	300	
300	300	
22.911	17.903	
300	107.185	
24.273	13.269	
87.737	300	
300	300	
16.831	42.701	
15.994	300	
108.971	300	
11.915	13.42	
14.204	300	
300	300	
13.867	300	
300	29.671	
124.614	300	
300	300	
12.897	300	
300	300	
300	300	
13.507	15.384	
300	300	
300	300	
300	300	
300	300	
300	300	
35.862	300	
300	33.513	
300	51.209	
14.958	300	
127.53	132.321	
13.245	300	
300	20.263	
22.656	300	
300	300	
11.618	11.283	
300	300	
300	300	
300	300	
64.523	300	
300	300	
300	300	
157.018	14.994	
158.054	300	
64.32	300	
37.175	300	
300	15.702	
13.407	300	
300	300	
12.654	300	
300	300	
300	300	
300	227.056	
300	300	
13.229	12.087	
